"","Year","Away","Home","Winner","G_home","W_home","L_home","Conf_home","MP_home","FG_home","FGA_home","FG%_home","3P_home","3PA_home","3P%_home","2P_home","2PA_home","2P%_home","FT_home","FTA_home","FT%_home","ORB_home","DRB_home","AST_home","STL_home","BLK_home","TOV_home","PF_home","PTS_home","G_away","W_away","L_away","Conf_away","MP_away","FG_away","FGA_away","FG%_away","3P_away","3PA_away","3P%_away","2P_away","2PA_away","2P%_away","FT_away","FTA_away","FT%_away","ORB_away","DRB_away","AST_away","STL_away","BLK_away","TOV_away","PF_away","PTS_away"
"14",1980,"Phoenix Suns","Los Angeles Lakers","Home",82,60,22,"West",242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,29.4,9.4,6.7,20,21.8,115.1,82,55,27,"West",240.9,43.5,88.2,0.493,0.8,3.4,0.243,42.7,84.8,0.504,23.2,30.1,0.773,13.1,30,27.8,11.1,4.2,19.9,22.6,111.1
"15",1980,"Houston Rockets","Boston Celtics","Home",82,61,21,"East",242.4,44.1,90.1,0.49,2,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15,30,26.8,9.9,3.8,18.8,24.1,113.5,82,41,41,"East",243,43.9,91.4,0.48,1.3,4.6,0.274,42.6,86.8,0.491,21.7,28.4,0.766,17,27,26.2,9.5,4.5,19.1,23.5,110.8
"16",1980,"Phoenix Suns","Los Angeles Lakers","Home",82,60,22,"West",242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,29.4,9.4,6.7,20,21.8,115.1,82,55,27,"West",240.9,43.5,88.2,0.493,0.8,3.4,0.243,42.7,84.8,0.504,23.2,30.1,0.773,13.1,30,27.8,11.1,4.2,19.9,22.6,111.1
"17",1980,"Atlanta Hawks","Philadelphia 76ers","Home",82,59,23,"East",242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,27.1,9.7,8,20.8,22.7,109.1,82,50,32,"East",241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,23.3,9.5,6.6,18.2,28,104.5
"18",1980,"Milwaukee Bucks","Seattle SuperSonics","Away",82,56,26,"West",241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,24.9,9.1,5.2,18.2,22.7,108.5,82,49,33,"West",241.5,44.9,92.1,0.488,0.6,1.9,0.323,44.3,90.2,0.491,19.6,25.6,0.764,15.2,29.2,27.8,9.5,6.2,18.2,23.6,110.1
"19",1980,"Philadelphia 76ers","Atlanta Hawks","Home",82,50,32,"East",241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,23.3,9.5,6.6,18.2,28,104.5,82,59,23,"East",242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,27.1,9.7,8,20.8,22.7,109.1
"20",1980,"Houston Rockets","Boston Celtics","Home",82,61,21,"East",242.4,44.1,90.1,0.49,2,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15,30,26.8,9.9,3.8,18.8,24.1,113.5,82,41,41,"East",243,43.9,91.4,0.48,1.3,4.6,0.274,42.6,86.8,0.491,21.7,28.4,0.766,17,27,26.2,9.5,4.5,19.1,23.5,110.8
"21",1980,"Seattle SuperSonics","Milwaukee Bucks","Home",82,49,33,"West",241.5,44.9,92.1,0.488,0.6,1.9,0.323,44.3,90.2,0.491,19.6,25.6,0.764,15.2,29.2,27.8,9.5,6.2,18.2,23.6,110.1,82,56,26,"West",241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,24.9,9.1,5.2,18.2,22.7,108.5
"22",1980,"Los Angeles Lakers","Phoenix Suns","Away",82,55,27,"West",240.9,43.5,88.2,0.493,0.8,3.4,0.243,42.7,84.8,0.504,23.2,30.1,0.773,13.1,30,27.8,11.1,4.2,19.9,22.6,111.1,82,60,22,"West",242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,29.4,9.4,6.7,20,21.8,115.1
"23",1980,"Los Angeles Lakers","Phoenix Suns","Home",82,55,27,"West",240.9,43.5,88.2,0.493,0.8,3.4,0.243,42.7,84.8,0.504,23.2,30.1,0.773,13.1,30,27.8,11.1,4.2,19.9,22.6,111.1,82,60,22,"West",242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,29.4,9.4,6.7,20,21.8,115.1
"24",1980,"Seattle SuperSonics","Milwaukee Bucks","Away",82,49,33,"West",241.5,44.9,92.1,0.488,0.6,1.9,0.323,44.3,90.2,0.491,19.6,25.6,0.764,15.2,29.2,27.8,9.5,6.2,18.2,23.6,110.1,82,56,26,"West",241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,24.9,9.1,5.2,18.2,22.7,108.5
"25",1980,"Philadelphia 76ers","Atlanta Hawks","Away",82,50,32,"East",241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,23.3,9.5,6.6,18.2,28,104.5,82,59,23,"East",242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,27.1,9.7,8,20.8,22.7,109.1
"26",1980,"Boston Celtics","Houston Rockets","Away",82,41,41,"East",243,43.9,91.4,0.48,1.3,4.6,0.274,42.6,86.8,0.491,21.7,28.4,0.766,17,27,26.2,9.5,4.5,19.1,23.5,110.8,82,61,21,"East",242.4,44.1,90.1,0.49,2,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15,30,26.8,9.9,3.8,18.8,24.1,113.5
"27",1980,"Boston Celtics","Houston Rockets","Away",82,41,41,"East",243,43.9,91.4,0.48,1.3,4.6,0.274,42.6,86.8,0.491,21.7,28.4,0.766,17,27,26.2,9.5,4.5,19.1,23.5,110.8,82,61,21,"East",242.4,44.1,90.1,0.49,2,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15,30,26.8,9.9,3.8,18.8,24.1,113.5
"28",1980,"Phoenix Suns","Los Angeles Lakers","Home",82,60,22,"West",242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,29.4,9.4,6.7,20,21.8,115.1,82,55,27,"West",240.9,43.5,88.2,0.493,0.8,3.4,0.243,42.7,84.8,0.504,23.2,30.1,0.773,13.1,30,27.8,11.1,4.2,19.9,22.6,111.1
"29",1980,"Atlanta Hawks","Philadelphia 76ers","Home",82,59,23,"East",242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,27.1,9.7,8,20.8,22.7,109.1,82,50,32,"East",241.2,39.8,85.7,0.464,0.2,0.9,0.173,39.6,84.8,0.467,24.9,32.3,0.771,16.7,29.3,23.3,9.5,6.6,18.2,28,104.5
"30",1980,"Milwaukee Bucks","Seattle SuperSonics","Away",82,56,26,"West",241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,24.9,9.1,5.2,18.2,22.7,108.5,82,49,33,"West",241.5,44.9,92.1,0.488,0.6,1.9,0.323,44.3,90.2,0.491,19.6,25.6,0.764,15.2,29.2,27.8,9.5,6.2,18.2,23.6,110.1
"31",1980,"Philadelphia 76ers","Boston Celtics","Away",82,61,21,"East",242.4,44.1,90.1,0.49,2,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15,30,26.8,9.9,3.8,18.8,24.1,113.5,82,59,23,"East",242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,27.1,9.7,8,20.8,22.7,109.1
"32",1980,"Seattle SuperSonics","Milwaukee Bucks","Away",82,49,33,"West",241.5,44.9,92.1,0.488,0.6,1.9,0.323,44.3,90.2,0.491,19.6,25.6,0.764,15.2,29.2,27.8,9.5,6.2,18.2,23.6,110.1,82,56,26,"West",241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,24.9,9.1,5.2,18.2,22.7,108.5
"33",1980,"Philadelphia 76ers","Boston Celtics","Home",82,61,21,"East",242.4,44.1,90.1,0.49,2,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15,30,26.8,9.9,3.8,18.8,24.1,113.5,82,59,23,"East",242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,27.1,9.7,8,20.8,22.7,109.1
"34",1980,"Milwaukee Bucks","Seattle SuperSonics","Home",82,56,26,"West",241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,24.9,9.1,5.2,18.2,22.7,108.5,82,49,33,"West",241.5,44.9,92.1,0.488,0.6,1.9,0.323,44.3,90.2,0.491,19.6,25.6,0.764,15.2,29.2,27.8,9.5,6.2,18.2,23.6,110.1
"35",1980,"Seattle SuperSonics","Los Angeles Lakers","Away",82,60,22,"West",242.4,47.5,89.9,0.529,0.2,1.2,0.2,47.3,88.6,0.534,19.8,25.5,0.775,13.2,32.4,29.4,9.4,6.7,20,21.8,115.1,82,56,26,"West",241.8,43.3,92.3,0.47,0.7,2.3,0.312,42.6,90,0.474,21.1,27.5,0.768,16.8,31.1,24.9,9.1,5.2,18.2,22.7,108.5
"36",1980,"Boston Celtics","Philadelphia 76ers","Home",82,59,23,"East",242.1,43,87.3,0.492,0.3,1.5,0.216,42.6,85.7,0.497,22.9,29.6,0.772,14.5,32.1,27.1,9.7,8,20.8,22.7,109.1,82,61,21,"East",242.4,44.1,90.1,0.49,2,5.1,0.384,42.1,84.9,0.496,23.3,29.9,0.779,15,30,26.8,9.9,3.8,18.8,24.1,113.5
