"","Year","Away","Home","Winner","G_home","W_home","L_home","Conf_home","MP_home","FG_home","FGA_home","FG%_home","3P_home","3PA_home","3P%_home","2P_home","2PA_home","2P%_home","FT_home","FTA_home","FT%_home","ORB_home","DRB_home","AST_home","STL_home","BLK_home","TOV_home","PF_home","PTS_home","G_away","W_away","L_away","Conf_away","MP_away","FG_away","FGA_away","FG%_away","3P_away","3PA_away","3P%_away","2P_away","2PA_away","2P%_away","FT_away","FTA_away","FT%_away","ORB_away","DRB_away","AST_away","STL_away","BLK_away","TOV_away","PF_away","PTS_away"
"200",1984,"Washington Bullets","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,35,47,"East",242.7,40.8,84.2,0.484,0.9,3.4,0.252,39.9,80.8,0.494,20.3,26.8,0.756,12.5,29.1,26.7,6.8,3.9,17.7,24.3,102.7
"201",1984,"Seattle SuperSonics","Dallas Mavericks","Away",82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4,82,42,40,"West",241.2,42.2,86.4,0.488,0.3,1.7,0.193,41.9,84.7,0.494,23.4,30,0.78,13,28.4,27.2,7.8,4.3,16.6,23,108.1
"202",1984,"New York Knicks","Detroit Pistons","Home",82,49,33,"East",242.7,46.3,96.5,0.48,0.4,1.7,0.227,45.9,94.7,0.485,24.1,31.1,0.775,17.4,29.7,27.5,8.5,5.1,16,26.5,117.1,82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9
"203",1984,"Atlanta Hawks","Milwaukee Bucks","Home",82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7,82,40,42,"East",242.1,39.4,83,0.474,0.3,1.3,0.217,39.1,81.7,0.478,22.4,29.4,0.761,13.6,27.2,22.3,7.6,6.8,16.2,25.5,101.5
"204",1984,"Denver Nuggets","Utah Jazz","Away",82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115,82,38,44,"West",241.5,48,97.4,0.493,0.9,3.1,0.302,47,94.2,0.499,26.8,32.8,0.818,13.8,29.8,30.3,8.7,4.3,16.4,27.8,123.7
"205",1984,"Kansas City Kings","Los Angeles Lakers","Home",82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6,82,38,44,"West",240.9,42.9,88.2,0.486,0.6,2.3,0.275,42.2,85.9,0.492,23.6,30.4,0.777,14,27.7,27.2,8.7,4.7,18.3,26.8,110
"206",1984,"Phoenix Suns","Portland Trail Blazers","Home",82,48,34,"West",241.5,44.3,87.7,0.505,0.3,1.6,0.194,44,86.1,0.511,24.2,32.2,0.754,15.3,26.8,25.4,9.9,4.8,18.1,26,113.1,82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111
"207",1984,"New Jersey Nets","Philadelphia 76ers","Away",82,52,30,"East",243.4,41.3,83.3,0.495,0.4,1.3,0.271,40.9,82,0.499,24.9,33,0.754,14.4,29,24.8,9.8,8,19.9,24.9,107.8,82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110
"208",1984,"Milwaukee Bucks","Atlanta Hawks","Home",82,40,42,"East",242.1,39.4,83,0.474,0.3,1.3,0.217,39.1,81.7,0.478,22.4,29.4,0.761,13.6,27.2,22.3,7.6,6.8,16.2,25.5,101.5,82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7
"209",1984,"Dallas Mavericks","Seattle SuperSonics","Home",82,42,40,"West",241.2,42.2,86.4,0.488,0.3,1.7,0.193,41.9,84.7,0.494,23.4,30,0.78,13,28.4,27.2,7.8,4.3,16.6,23,108.1,82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4
"210",1984,"Boston Celtics","Washington Bullets","Home",82,35,47,"East",242.7,40.8,84.2,0.484,0.9,3.4,0.252,39.9,80.8,0.494,20.3,26.8,0.756,12.5,29.1,26.7,6.8,3.9,17.7,24.3,102.7,82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1
"211",1984,"Portland Trail Blazers","Phoenix Suns","Home",82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111,82,48,34,"West",241.5,44.3,87.7,0.505,0.3,1.6,0.194,44,86.1,0.511,24.2,32.2,0.754,15.3,26.8,25.4,9.9,4.8,18.1,26,113.1
"212",1984,"Detroit Pistons","New York Knicks","Home",82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9,82,49,33,"East",242.7,46.3,96.5,0.48,0.4,1.7,0.227,45.9,94.7,0.485,24.1,31.1,0.775,17.4,29.7,27.5,8.5,5.1,16,26.5,117.1
"213",1984,"Philadelphia 76ers","New Jersey Nets","Away",82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110,82,52,30,"East",243.4,41.3,83.3,0.495,0.4,1.3,0.271,40.9,82,0.499,24.9,33,0.754,14.4,29,24.8,9.8,8,19.9,24.9,107.8
"214",1984,"Utah Jazz","Denver Nuggets","Home",82,38,44,"West",241.5,48,97.4,0.493,0.9,3.1,0.302,47,94.2,0.499,26.8,32.8,0.818,13.8,29.8,30.3,8.7,4.3,16.4,27.8,123.7,82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115
"215",1984,"Los Angeles Lakers","Kansas City Kings","Away",82,38,44,"West",240.9,42.9,88.2,0.486,0.6,2.3,0.275,42.2,85.9,0.492,23.6,30.4,0.777,14,27.7,27.2,8.7,4.7,18.3,26.8,110,82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6
"216",1984,"Milwaukee Bucks","Atlanta Hawks","Home",82,40,42,"East",242.1,39.4,83,0.474,0.3,1.3,0.217,39.1,81.7,0.478,22.4,29.4,0.761,13.6,27.2,22.3,7.6,6.8,16.2,25.5,101.5,82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7
"217",1984,"Utah Jazz","Denver Nuggets","Away",82,38,44,"West",241.5,48,97.4,0.493,0.9,3.1,0.302,47,94.2,0.499,26.8,32.8,0.818,13.8,29.8,30.3,8.7,4.3,16.4,27.8,123.7,82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115
"218",1984,"Philadelphia 76ers","New Jersey Nets","Away",82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110,82,52,30,"East",243.4,41.3,83.3,0.495,0.4,1.3,0.271,40.9,82,0.499,24.9,33,0.754,14.4,29,24.8,9.8,8,19.9,24.9,107.8
"219",1984,"Portland Trail Blazers","Phoenix Suns","Away",82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111,82,48,34,"West",241.5,44.3,87.7,0.505,0.3,1.6,0.194,44,86.1,0.511,24.2,32.2,0.754,15.3,26.8,25.4,9.9,4.8,18.1,26,113.1
"220",1984,"Dallas Mavericks","Seattle SuperSonics","Away",82,42,40,"West",241.2,42.2,86.4,0.488,0.3,1.7,0.193,41.9,84.7,0.494,23.4,30,0.78,13,28.4,27.2,7.8,4.3,16.6,23,108.1,82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4
"221",1984,"Boston Celtics","Washington Bullets","Away",82,35,47,"East",242.7,40.8,84.2,0.484,0.9,3.4,0.252,39.9,80.8,0.494,20.3,26.8,0.756,12.5,29.1,26.7,6.8,3.9,17.7,24.3,102.7,82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1
"222",1984,"Detroit Pistons","New York Knicks","Away",82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9,82,49,33,"East",242.7,46.3,96.5,0.48,0.4,1.7,0.227,45.9,94.7,0.485,24.1,31.1,0.775,17.4,29.7,27.5,8.5,5.1,16,26.5,117.1
"223",1984,"Seattle SuperSonics","Dallas Mavericks","Home",82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4,82,42,40,"West",241.2,42.2,86.4,0.488,0.3,1.7,0.193,41.9,84.7,0.494,23.4,30,0.78,13,28.4,27.2,7.8,4.3,16.6,23,108.1
"224",1984,"Denver Nuggets","Utah Jazz","Home",82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115,82,38,44,"West",241.5,48,97.4,0.493,0.9,3.1,0.302,47,94.2,0.499,26.8,32.8,0.818,13.8,29.8,30.3,8.7,4.3,16.4,27.8,123.7
"225",1984,"Phoenix Suns","Portland Trail Blazers","Away",82,48,34,"West",241.5,44.3,87.7,0.505,0.3,1.6,0.194,44,86.1,0.511,24.2,32.2,0.754,15.3,26.8,25.4,9.9,4.8,18.1,26,113.1,82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111
"226",1984,"New Jersey Nets","Philadelphia 76ers","Away",82,52,30,"East",243.4,41.3,83.3,0.495,0.4,1.3,0.271,40.9,82,0.499,24.9,33,0.754,14.4,29,24.8,9.8,8,19.9,24.9,107.8,82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110
"227",1984,"Atlanta Hawks","Milwaukee Bucks","Home",82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7,82,40,42,"East",242.1,39.4,83,0.474,0.3,1.3,0.217,39.1,81.7,0.478,22.4,29.4,0.761,13.6,27.2,22.3,7.6,6.8,16.2,25.5,101.5
"228",1984,"New York Knicks","Detroit Pistons","Away",82,49,33,"East",242.7,46.3,96.5,0.48,0.4,1.7,0.227,45.9,94.7,0.485,24.1,31.1,0.775,17.4,29.7,27.5,8.5,5.1,16,26.5,117.1,82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9
"229",1984,"Dallas Mavericks","Los Angeles Lakers","Home",82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6,82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4
"230",1984,"Phoenix Suns","Utah Jazz","Home",82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115,82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111
"231",1984,"New Jersey Nets","Milwaukee Bucks","Away",82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7,82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110
"232",1984,"New York Knicks","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9
"233",1984,"Dallas Mavericks","Los Angeles Lakers","Home",82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6,82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4
"234",1984,"New Jersey Nets","Milwaukee Bucks","Home",82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7,82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110
"235",1984,"New York Knicks","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9
"236",1984,"Phoenix Suns","Utah Jazz","Away",82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115,82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111
"237",1984,"Milwaukee Bucks","New Jersey Nets","Away",82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110,82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7
"238",1984,"Los Angeles Lakers","Dallas Mavericks","Home",82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4,82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6
"239",1984,"Boston Celtics","New York Knicks","Home",82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9,82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1
"240",1984,"Utah Jazz","Phoenix Suns","Home",82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111,82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115
"241",1984,"Milwaukee Bucks","New Jersey Nets","Home",82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110,82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7
"242",1984,"Boston Celtics","New York Knicks","Home",82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9,82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1
"243",1984,"Utah Jazz","Phoenix Suns","Home",82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111,82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115
"244",1984,"Los Angeles Lakers","Dallas Mavericks","Away",82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4,82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6
"245",1984,"Dallas Mavericks","Los Angeles Lakers","Home",82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6,82,43,39,"West",243.4,44.1,88.2,0.5,0.5,2.2,0.228,43.6,86,0.507,21.6,28.7,0.755,13.3,27.6,26.4,7.1,4.4,15.9,23.2,110.4
"246",1984,"New Jersey Nets","Milwaukee Bucks","Home",82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7,82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110
"247",1984,"Phoenix Suns","Utah Jazz","Home",82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115,82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111
"248",1984,"New York Knicks","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9
"249",1984,"Milwaukee Bucks","New Jersey Nets","Away",82,45,37,"East",241.5,44.1,88.5,0.498,0.6,2.8,0.211,43.5,85.7,0.507,21.2,30.3,0.7,14.9,28.2,26.2,9.9,6.1,19.6,27.4,110,82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7
"250",1984,"Utah Jazz","Phoenix Suns","Home",82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111,82,45,37,"West",241.2,44,88.3,0.498,1.2,3.9,0.319,42.7,84.5,0.506,25.8,33,0.781,13.4,30.8,27.2,8.5,7.4,18.4,24.1,115
"251",1984,"Boston Celtics","New York Knicks","Home",82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9,82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1
"252",1984,"Phoenix Suns","Los Angeles Lakers","Home",82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6,82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111
"253",1984,"New York Knicks","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,47,35,"East",242.1,41.3,83.4,0.495,0.6,2,0.285,40.7,81.4,0.5,23.7,30.6,0.775,13.3,27.2,24.9,9.8,4.4,19.4,27.8,106.9
"254",1984,"Milwaukee Bucks","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7
"255",1984,"Phoenix Suns","Los Angeles Lakers","Home",82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6,82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111
"256",1984,"Milwaukee Bucks","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7
"257",1984,"Los Angeles Lakers","Phoenix Suns","Home",82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111,82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6
"258",1984,"Boston Celtics","Milwaukee Bucks","Away",82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7,82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1
"259",1984,"Los Angeles Lakers","Phoenix Suns","Away",82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111,82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6
"260",1984,"Boston Celtics","Milwaukee Bucks","Home",82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7,82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1
"261",1984,"Milwaukee Bucks","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,50,32,"East",242.7,41.9,85,0.492,0.7,2.8,0.254,41.1,82.2,0.501,21.3,28.7,0.74,13.8,29.1,25.8,7.8,6,17.3,26.4,105.7
"262",1984,"Phoenix Suns","Los Angeles Lakers","Away",82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6,82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111
"263",1984,"Los Angeles Lakers","Phoenix Suns","Away",82,41,41,"West",241.2,44.8,88,0.509,0.9,3.5,0.254,43.9,84.5,0.52,20.4,26.9,0.759,13,28,27,8.5,4.7,17.7,26.2,111,82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6
"264",1984,"Los Angeles Lakers","Boston Celtics","Away",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6
"265",1984,"Los Angeles Lakers","Boston Celtics","Home",82,62,20,"East",243.4,44.1,88.2,0.5,0.7,2.8,0.24,43.4,85.4,0.508,23.3,29.4,0.792,14.1,31,25.9,8.2,5.2,17.3,23.8,112.1,82,54,28,"West",241.2,47,88.4,0.532,0.7,2.8,0.257,46.3,85.7,0.54,20.9,27.7,0.754,13.4,30.5,29.9,8.9,5.8,19.2,25,115.6
