Away,Away PTS,Home,Home PTS,Home_or_away,Year,Winner
Los Angeles Clippers,122,Phoenix Suns,97,Away,2006,Los Angeles Clippers
Miami Heat,103,New Jersey Nets,92,Away,2006,Miami Heat
Phoenix Suns,94,Los Angeles Clippers,91,Away,2006,Phoenix Suns
Detroit Pistons,77,Cleveland Cavaliers,86,Home,2006,Cleveland Cavaliers
San Antonio Spurs,103,Dallas Mavericks,104,Home,2006,Dallas Mavericks
Miami Heat,102,New Jersey Nets,92,Away,2006,Miami Heat
Phoenix Suns,107,Los Angeles Clippers,114,Home,2006,Los Angeles Clippers
Detroit Pistons,72,Cleveland Cavaliers,74,Home,2006,Cleveland Cavaliers
San Antonio Spurs,118,Dallas Mavericks,123,Home,2006,Dallas Mavericks
New Jersey Nets,105,Miami Heat,106,Home,2006,Miami Heat
Los Angeles Clippers,118,Phoenix Suns,125,Home,2006,Phoenix Suns
Cleveland Cavaliers,86,Detroit Pistons,84,Away,2006,Cleveland Cavaliers
Dallas Mavericks,97,San Antonio Spurs,98,Home,2006,San Antonio Spurs
Phoenix Suns,106,Los Angeles Clippers,118,Home,2006,Los Angeles Clippers
Detroit Pistons,84,Cleveland Cavaliers,82,Away,2006,Detroit Pistons
San Antonio Spurs,91,Dallas Mavericks,86,Away,2006,San Antonio Spurs
Cleveland Cavaliers,61,Detroit Pistons,79,Home,2006,Detroit Pistons
Dallas Mavericks,119,San Antonio Spurs,111,Away,2006,Dallas Mavericks
Los Angeles Clippers,107,Phoenix Suns,127,Home,2006,Phoenix Suns
Miami Heat,91,Detroit Pistons,86,Away,2006,Miami Heat
Phoenix Suns,121,Dallas Mavericks,118,Away,2006,Phoenix Suns
Miami Heat,88,Detroit Pistons,92,Home,2006,Detroit Pistons
Phoenix Suns,98,Dallas Mavericks,105,Home,2006,Dallas Mavericks
Detroit Pistons,83,Miami Heat,98,Home,2006,Miami Heat
Dallas Mavericks,95,Phoenix Suns,88,Away,2006,Dallas Mavericks
Detroit Pistons,78,Miami Heat,89,Home,2006,Miami Heat
Dallas Mavericks,86,Phoenix Suns,106,Home,2006,Phoenix Suns
Miami Heat,78,Detroit Pistons,91,Home,2006,Detroit Pistons
Phoenix Suns,101,Dallas Mavericks,117,Home,2006,Dallas Mavericks
Detroit Pistons,78,Miami Heat,95,Home,2006,Miami Heat
Dallas Mavericks,102,Phoenix Suns,93,Away,2006,Dallas Mavericks
Miami Heat,80,Dallas Mavericks,90,Home,2006,Dallas Mavericks
Miami Heat,85,Dallas Mavericks,99,Home,2006,Dallas Mavericks
Dallas Mavericks,96,Miami Heat,98,Home,2006,Miami Heat
Dallas Mavericks,74,Miami Heat,98,Home,2006,Miami Heat
Dallas Mavericks,100,Miami Heat,101,Home,2006,Miami Heat
Miami Heat,95,Dallas Mavericks,92,Away,2006,Miami Heat
New Jersey Nets,96,Toronto Raptors,91,Away,2007,New Jersey Nets
Miami Heat,91,Chicago Bulls,96,Home,2007,Chicago Bulls
Orlando Magic,92,Detroit Pistons,100,Home,2007,Detroit Pistons
Utah Jazz,75,Houston Rockets,84,Home,2007,Houston Rockets
Washington Wizards,82,Cleveland Cavaliers,97,Home,2007,Cleveland Cavaliers
Los Angeles Lakers,87,Phoenix Suns,95,Home,2007,Phoenix Suns
Denver Nuggets,95,San Antonio Spurs,89,Away,2007,Denver Nuggets
Golden State Warriors,97,Dallas Mavericks,85,Away,2007,Golden State Warriors
Orlando Magic,90,Detroit Pistons,98,Home,2007,Detroit Pistons
Utah Jazz,90,Houston Rockets,98,Home,2007,Houston Rockets
New Jersey Nets,83,Toronto Raptors,89,Home,2007,Toronto Raptors
Miami Heat,89,Chicago Bulls,107,Home,2007,Chicago Bulls
Los Angeles Lakers,98,Phoenix Suns,126,Home,2007,Phoenix Suns
Denver Nuggets,88,San Antonio Spurs,97,Home,2007,San Antonio Spurs
Washington Wizards,102,Cleveland Cavaliers,109,Home,2007,Cleveland Cavaliers
Golden State Warriors,99,Dallas Mavericks,112,Home,2007,Dallas Mavericks
Detroit Pistons,93,Orlando Magic,77,Away,2007,Detroit Pistons
Houston Rockets,67,Utah Jazz,81,Home,2007,Utah Jazz
Phoenix Suns,89,Los Angeles Lakers,95,Home,2007,Los Angeles Lakers
Toronto Raptors,89,New Jersey Nets,102,Home,2007,New Jersey Nets
Chicago Bulls,104,Miami Heat,96,Away,2007,Chicago Bulls
Dallas Mavericks,91,Golden State Warriors,109,Home,2007,Golden State Warriors
Detroit Pistons,97,Orlando Magic,93,Away,2007,Detroit Pistons
Cleveland Cavaliers,98,Washington Wizards,92,Away,2007,Cleveland Cavaliers
San Antonio Spurs,96,Denver Nuggets,91,Away,2007,San Antonio Spurs
Houston Rockets,85,Utah Jazz,98,Home,2007,Utah Jazz
Chicago Bulls,92,Miami Heat,79,Away,2007,Chicago Bulls
Phoenix Suns,113,Los Angeles Lakers,100,Away,2007,Phoenix Suns
Toronto Raptors,81,New Jersey Nets,102,Home,2007,New Jersey Nets
Dallas Mavericks,99,Golden State Warriors,103,Home,2007,Golden State Warriors
Cleveland Cavaliers,97,Washington Wizards,90,Away,2007,Cleveland Cavaliers
Utah Jazz,92,Houston Rockets,96,Home,2007,Houston Rockets
San Antonio Spurs,96,Denver Nuggets,89,Away,2007,San Antonio Spurs
New Jersey Nets,96,Toronto Raptors,98,Home,2007,Toronto Raptors
Golden State Warriors,112,Dallas Mavericks,118,Home,2007,Dallas Mavericks
Denver Nuggets,78,San Antonio Spurs,93,Home,2007,San Antonio Spurs
Los Angeles Lakers,110,Phoenix Suns,119,Home,2007,Phoenix Suns
Houston Rockets,82,Utah Jazz,94,Home,2007,Utah Jazz
Dallas Mavericks,86,Golden State Warriors,111,Home,2007,Golden State Warriors
Toronto Raptors,97,New Jersey Nets,98,Home,2007,New Jersey Nets
Chicago Bulls,69,Detroit Pistons,95,Home,2007,Detroit Pistons
Utah Jazz,103,Houston Rockets,99,Away,2007,Utah Jazz
New Jersey Nets,77,Cleveland Cavaliers,81,Home,2007,Cleveland Cavaliers
San Antonio Spurs,111,Phoenix Suns,106,Away,2007,San Antonio Spurs
Chicago Bulls,87,Detroit Pistons,108,Home,2007,Detroit Pistons
Golden State Warriors,112,Utah Jazz,116,Home,2007,Utah Jazz
New Jersey Nets,92,Cleveland Cavaliers,102,Home,2007,Cleveland Cavaliers
San Antonio Spurs,81,Phoenix Suns,101,Home,2007,Phoenix Suns
Golden State Warriors,117,Utah Jazz,127,Home,2007,Utah Jazz
Detroit Pistons,81,Chicago Bulls,74,Away,2007,Detroit Pistons
Utah Jazz,105,Golden State Warriors,125,Home,2007,Golden State Warriors
Cleveland Cavaliers,85,New Jersey Nets,96,Home,2007,New Jersey Nets
Phoenix Suns,101,San Antonio Spurs,108,Home,2007,San Antonio Spurs
Detroit Pistons,87,Chicago Bulls,102,Home,2007,Chicago Bulls
Utah Jazz,115,Golden State Warriors,101,Away,2007,Utah Jazz
Cleveland Cavaliers,87,New Jersey Nets,85,Away,2007,Cleveland Cavaliers
Phoenix Suns,104,San Antonio Spurs,98,Away,2007,Phoenix Suns
Chicago Bulls,108,Detroit Pistons,92,Away,2007,Chicago Bulls
Golden State Warriors,87,Utah Jazz,100,Home,2007,Utah Jazz
New Jersey Nets,83,Cleveland Cavaliers,72,Away,2007,New Jersey Nets
San Antonio Spurs,88,Phoenix Suns,85,Away,2007,San Antonio Spurs
Detroit Pistons,95,Chicago Bulls,85,Away,2007,Detroit Pistons
Cleveland Cavaliers,88,New Jersey Nets,72,Away,2007,Cleveland Cavaliers
Phoenix Suns,106,San Antonio Spurs,114,Home,2007,San Antonio Spurs
Utah Jazz,100,San Antonio Spurs,108,Home,2007,San Antonio Spurs
Cleveland Cavaliers,76,Detroit Pistons,79,Home,2007,Detroit Pistons
Utah Jazz,96,San Antonio Spurs,105,Home,2007,San Antonio Spurs
Cleveland Cavaliers,76,Detroit Pistons,79,Home,2007,Detroit Pistons
San Antonio Spurs,83,Utah Jazz,109,Home,2007,Utah Jazz
Detroit Pistons,82,Cleveland Cavaliers,88,Home,2007,Cleveland Cavaliers
San Antonio Spurs,91,Utah Jazz,79,Away,2007,San Antonio Spurs
Detroit Pistons,87,Cleveland Cavaliers,91,Home,2007,Cleveland Cavaliers
Utah Jazz,84,San Antonio Spurs,109,Home,2007,San Antonio Spurs
Cleveland Cavaliers,109,Detroit Pistons,107,Away,2007,Cleveland Cavaliers
Detroit Pistons,82,Cleveland Cavaliers,98,Home,2007,Cleveland Cavaliers
Cleveland Cavaliers,76,San Antonio Spurs,85,Home,2007,San Antonio Spurs
Cleveland Cavaliers,92,San Antonio Spurs,103,Home,2007,San Antonio Spurs
San Antonio Spurs,75,Cleveland Cavaliers,72,Away,2007,San Antonio Spurs
San Antonio Spurs,83,Cleveland Cavaliers,82,Away,2007,San Antonio Spurs
Washington Wizards,86,Cleveland Cavaliers,93,Home,2008,Cleveland Cavaliers
Phoenix Suns,115,San Antonio Spurs,117,Home,2008,San Antonio Spurs
Dallas Mavericks,92,New Orleans Hornets,104,Home,2008,New Orleans Hornets
Utah Jazz,93,Houston Rockets,82,Away,2008,Utah Jazz
Toronto Raptors,100,Orlando Magic,114,Home,2008,Orlando Magic
Denver Nuggets,114,Los Angeles Lakers,128,Home,2008,Los Angeles Lakers
Philadelphia 76ers,90,Detroit Pistons,86,Away,2008,Philadelphia 76ers
Atlanta Hawks,81,Boston Celtics,104,Home,2008,Boston Celtics
Washington Wizards,86,Cleveland Cavaliers,116,Home,2008,Cleveland Cavaliers
Utah Jazz,90,Houston Rockets,84,Away,2008,Utah Jazz
Dallas Mavericks,103,New Orleans Hornets,127,Home,2008,New Orleans Hornets
Toronto Raptors,103,Orlando Magic,104,Home,2008,Orlando Magic
Phoenix Suns,96,San Antonio Spurs,102,Home,2008,San Antonio Spurs
Philadelphia 76ers,88,Detroit Pistons,105,Home,2008,Detroit Pistons
Atlanta Hawks,77,Boston Celtics,96,Home,2008,Boston Celtics
Denver Nuggets,107,Los Angeles Lakers,122,Home,2008,Los Angeles Lakers
Orlando Magic,94,Toronto Raptors,108,Home,2008,Toronto Raptors
Cleveland Cavaliers,72,Washington Wizards,108,Home,2008,Washington Wizards
Houston Rockets,94,Utah Jazz,92,Away,2008,Houston Rockets
Detroit Pistons,75,Philadelphia 76ers,95,Home,2008,Philadelphia 76ers
New Orleans Hornets,87,Dallas Mavericks,97,Home,2008,Dallas Mavericks
San Antonio Spurs,115,Phoenix Suns,99,Away,2008,San Antonio Spurs
Orlando Magic,106,Toronto Raptors,94,Away,2008,Orlando Magic
Los Angeles Lakers,102,Denver Nuggets,84,Away,2008,Los Angeles Lakers
Boston Celtics,93,Atlanta Hawks,102,Home,2008,Atlanta Hawks
Houston Rockets,82,Utah Jazz,86,Home,2008,Utah Jazz
Cleveland Cavaliers,100,Washington Wizards,97,Away,2008,Cleveland Cavaliers
San Antonio Spurs,86,Phoenix Suns,105,Home,2008,Phoenix Suns
Detroit Pistons,93,Philadelphia 76ers,84,Away,2008,Detroit Pistons
New Orleans Hornets,97,Dallas Mavericks,84,Away,2008,New Orleans Hornets
Toronto Raptors,92,Orlando Magic,102,Home,2008,Orlando Magic
Boston Celtics,92,Atlanta Hawks,97,Home,2008,Atlanta Hawks
Los Angeles Lakers,107,Denver Nuggets,101,Away,2008,Los Angeles Lakers
Philadelphia 76ers,81,Detroit Pistons,98,Home,2008,Detroit Pistons
Dallas Mavericks,94,New Orleans Hornets,99,Home,2008,New Orleans Hornets
Utah Jazz,69,Houston Rockets,95,Home,2008,Houston Rockets
Phoenix Suns,87,San Antonio Spurs,92,Home,2008,San Antonio Spurs
Washington Wizards,88,Cleveland Cavaliers,87,Away,2008,Washington Wizards
Atlanta Hawks,85,Boston Celtics,110,Home,2008,Boston Celtics
Detroit Pistons,100,Philadelphia 76ers,77,Away,2008,Detroit Pistons
Cleveland Cavaliers,105,Washington Wizards,88,Away,2008,Cleveland Cavaliers
Boston Celtics,100,Atlanta Hawks,103,Home,2008,Atlanta Hawks
Houston Rockets,91,Utah Jazz,113,Home,2008,Utah Jazz
Orlando Magic,72,Detroit Pistons,91,Home,2008,Detroit Pistons
San Antonio Spurs,82,New Orleans Hornets,101,Home,2008,New Orleans Hornets
Atlanta Hawks,65,Boston Celtics,99,Home,2008,Boston Celtics
Utah Jazz,98,Los Angeles Lakers,109,Home,2008,Los Angeles Lakers
Orlando Magic,93,Detroit Pistons,100,Home,2008,Detroit Pistons
San Antonio Spurs,84,New Orleans Hornets,102,Home,2008,New Orleans Hornets
Cleveland Cavaliers,72,Boston Celtics,76,Home,2008,Boston Celtics
Detroit Pistons,86,Orlando Magic,111,Home,2008,Orlando Magic
Utah Jazz,110,Los Angeles Lakers,120,Home,2008,Los Angeles Lakers
Cleveland Cavaliers,73,Boston Celtics,89,Home,2008,Boston Celtics
New Orleans Hornets,99,San Antonio Spurs,110,Home,2008,San Antonio Spurs
Los Angeles Lakers,99,Utah Jazz,104,Home,2008,Utah Jazz
Detroit Pistons,90,Orlando Magic,89,Away,2008,Detroit Pistons
Boston Celtics,84,Cleveland Cavaliers,108,Home,2008,Cleveland Cavaliers
Los Angeles Lakers,115,Utah Jazz,123,Home,2008,Utah Jazz
New Orleans Hornets,80,San Antonio Spurs,100,Home,2008,San Antonio Spurs
Boston Celtics,77,Cleveland Cavaliers,88,Home,2008,Cleveland Cavaliers
Orlando Magic,86,Detroit Pistons,91,Home,2008,Detroit Pistons
San Antonio Spurs,79,New Orleans Hornets,101,Home,2008,New Orleans Hornets
Cleveland Cavaliers,89,Boston Celtics,96,Home,2008,Boston Celtics
Utah Jazz,104,Los Angeles Lakers,111,Home,2008,Los Angeles Lakers
New Orleans Hornets,80,San Antonio Spurs,99,Home,2008,San Antonio Spurs
Boston Celtics,69,Cleveland Cavaliers,74,Home,2008,Cleveland Cavaliers
Los Angeles Lakers,108,Utah Jazz,105,Away,2008,Los Angeles Lakers
Cleveland Cavaliers,92,Boston Celtics,97,Home,2008,Boston Celtics
San Antonio Spurs,91,New Orleans Hornets,82,Away,2008,San Antonio Spurs
Detroit Pistons,79,Boston Celtics,88,Home,2008,Boston Celtics
San Antonio Spurs,85,Los Angeles Lakers,89,Home,2008,Los Angeles Lakers
Detroit Pistons,103,Boston Celtics,97,Away,2008,Detroit Pistons
San Antonio Spurs,71,Los Angeles Lakers,101,Home,2008,Los Angeles Lakers
Boston Celtics,94,Detroit Pistons,80,Away,2008,Boston Celtics
Los Angeles Lakers,84,San Antonio Spurs,103,Home,2008,San Antonio Spurs
Boston Celtics,75,Detroit Pistons,94,Home,2008,Detroit Pistons
Los Angeles Lakers,93,San Antonio Spurs,91,Away,2008,Los Angeles Lakers
Detroit Pistons,102,Boston Celtics,106,Home,2008,Boston Celtics
San Antonio Spurs,92,Los Angeles Lakers,100,Home,2008,Los Angeles Lakers
Boston Celtics,89,Detroit Pistons,81,Away,2008,Boston Celtics
Los Angeles Lakers,88,Boston Celtics,98,Home,2008,Boston Celtics
Los Angeles Lakers,102,Boston Celtics,108,Home,2008,Boston Celtics
Boston Celtics,81,Los Angeles Lakers,87,Home,2008,Los Angeles Lakers
Boston Celtics,97,Los Angeles Lakers,91,Away,2008,Boston Celtics
Boston Celtics,98,Los Angeles Lakers,103,Home,2008,Los Angeles Lakers
Los Angeles Lakers,92,Boston Celtics,131,Home,2008,Boston Celtics
Chicago Bulls,105,Boston Celtics,103,Away,2009,Chicago Bulls
Detroit Pistons,84,Cleveland Cavaliers,102,Home,2009,Cleveland Cavaliers
Dallas Mavericks,105,San Antonio Spurs,97,Away,2009,Dallas Mavericks
Houston Rockets,108,Portland Trail Blazers,81,Away,2009,Houston Rockets
Utah Jazz,100,Los Angeles Lakers,113,Home,2009,Los Angeles Lakers
Philadelphia 76ers,100,Orlando Magic,98,Away,2009,Philadelphia 76ers
Miami Heat,64,Atlanta Hawks,90,Home,2009,Atlanta Hawks
New Orleans Hornets,84,Denver Nuggets,113,Home,2009,Denver Nuggets
Chicago Bulls,115,Boston Celtics,118,Home,2009,Boston Celtics
Dallas Mavericks,84,San Antonio Spurs,105,Home,2009,San Antonio Spurs
Detroit Pistons,82,Cleveland Cavaliers,94,Home,2009,Cleveland Cavaliers
Houston Rockets,103,Portland Trail Blazers,107,Home,2009,Portland Trail Blazers
Utah Jazz,109,Los Angeles Lakers,119,Home,2009,Los Angeles Lakers
Philadelphia 76ers,87,Orlando Magic,96,Home,2009,Orlando Magic
Miami Heat,108,Atlanta Hawks,93,Away,2009,Miami Heat
New Orleans Hornets,93,Denver Nuggets,108,Home,2009,Denver Nuggets
Boston Celtics,107,Chicago Bulls,86,Away,2009,Boston Celtics
San Antonio Spurs,67,Dallas Mavericks,88,Home,2009,Dallas Mavericks
Los Angeles Lakers,86,Utah Jazz,88,Home,2009,Utah Jazz
Cleveland Cavaliers,79,Detroit Pistons,68,Away,2009,Cleveland Cavaliers
Orlando Magic,94,Philadelphia 76ers,96,Home,2009,Philadelphia 76ers
Portland Trail Blazers,83,Houston Rockets,86,Home,2009,Houston Rockets
Denver Nuggets,93,New Orleans Hornets,95,Home,2009,New Orleans Hornets
San Antonio Spurs,90,Dallas Mavericks,99,Home,2009,Dallas Mavericks
Atlanta Hawks,78,Miami Heat,107,Home,2009,Miami Heat
Los Angeles Lakers,108,Utah Jazz,94,Away,2009,Los Angeles Lakers
Boston Celtics,118,Chicago Bulls,121,Home,2009,Chicago Bulls
Cleveland Cavaliers,99,Detroit Pistons,78,Away,2009,Cleveland Cavaliers
Orlando Magic,84,Philadelphia 76ers,81,Away,2009,Orlando Magic
Portland Trail Blazers,88,Houston Rockets,89,Home,2009,Houston Rockets
Atlanta Hawks,81,Miami Heat,71,Away,2009,Atlanta Hawks
Denver Nuggets,121,New Orleans Hornets,63,Away,2009,Denver Nuggets
Utah Jazz,96,Los Angeles Lakers,107,Home,2009,Los Angeles Lakers
Chicago Bulls,104,Boston Celtics,106,Home,2009,Boston Celtics
Philadelphia 76ers,78,Orlando Magic,91,Home,2009,Orlando Magic
Dallas Mavericks,106,San Antonio Spurs,93,Away,2009,Dallas Mavericks
Houston Rockets,77,Portland Trail Blazers,88,Home,2009,Portland Trail Blazers
Miami Heat,91,Atlanta Hawks,106,Home,2009,Atlanta Hawks
New Orleans Hornets,86,Denver Nuggets,107,Home,2009,Denver Nuggets
Boston Celtics,127,Chicago Bulls,128,Home,2009,Chicago Bulls
Orlando Magic,114,Philadelphia 76ers,89,Away,2009,Orlando Magic
Portland Trail Blazers,76,Houston Rockets,92,Home,2009,Houston Rockets
Atlanta Hawks,72,Miami Heat,98,Home,2009,Miami Heat
Chicago Bulls,99,Boston Celtics,109,Home,2009,Boston Celtics
Miami Heat,78,Atlanta Hawks,91,Home,2009,Atlanta Hawks
Dallas Mavericks,95,Denver Nuggets,109,Home,2009,Denver Nuggets
Orlando Magic,95,Boston Celtics,90,Away,2009,Orlando Magic
Houston Rockets,100,Los Angeles Lakers,92,Away,2009,Houston Rockets
Atlanta Hawks,72,Cleveland Cavaliers,99,Home,2009,Cleveland Cavaliers
Dallas Mavericks,105,Denver Nuggets,117,Home,2009,Denver Nuggets
Orlando Magic,94,Boston Celtics,112,Home,2009,Boston Celtics
Houston Rockets,98,Los Angeles Lakers,111,Home,2009,Los Angeles Lakers
Atlanta Hawks,85,Cleveland Cavaliers,105,Home,2009,Cleveland Cavaliers
Boston Celtics,96,Orlando Magic,117,Home,2009,Orlando Magic
Los Angeles Lakers,108,Houston Rockets,94,Away,2009,Los Angeles Lakers
Denver Nuggets,106,Dallas Mavericks,105,Away,2009,Denver Nuggets
Cleveland Cavaliers,97,Atlanta Hawks,82,Away,2009,Cleveland Cavaliers
Los Angeles Lakers,87,Houston Rockets,99,Home,2009,Houston Rockets
Boston Celtics,95,Orlando Magic,94,Away,2009,Boston Celtics
Cleveland Cavaliers,84,Atlanta Hawks,74,Away,2009,Cleveland Cavaliers
Denver Nuggets,117,Dallas Mavericks,119,Home,2009,Dallas Mavericks
Orlando Magic,88,Boston Celtics,92,Home,2009,Boston Celtics
Houston Rockets,78,Los Angeles Lakers,118,Home,2009,Los Angeles Lakers
Dallas Mavericks,110,Denver Nuggets,124,Home,2009,Denver Nuggets
Boston Celtics,75,Orlando Magic,83,Home,2009,Orlando Magic
Los Angeles Lakers,80,Houston Rockets,95,Home,2009,Houston Rockets
Houston Rockets,70,Los Angeles Lakers,89,Home,2009,Los Angeles Lakers
Orlando Magic,101,Boston Celtics,82,Away,2009,Orlando Magic
Denver Nuggets,103,Los Angeles Lakers,105,Home,2009,Los Angeles Lakers
Orlando Magic,107,Cleveland Cavaliers,106,Away,2009,Orlando Magic
Denver Nuggets,106,Los Angeles Lakers,103,Away,2009,Denver Nuggets
Orlando Magic,95,Cleveland Cavaliers,96,Home,2009,Cleveland Cavaliers
Los Angeles Lakers,103,Denver Nuggets,97,Away,2009,Los Angeles Lakers
Cleveland Cavaliers,89,Orlando Magic,99,Home,2009,Orlando Magic
Los Angeles Lakers,101,Denver Nuggets,120,Home,2009,Denver Nuggets
Cleveland Cavaliers,114,Orlando Magic,116,Home,2009,Orlando Magic
Denver Nuggets,94,Los Angeles Lakers,103,Home,2009,Los Angeles Lakers
Orlando Magic,102,Cleveland Cavaliers,112,Home,2009,Cleveland Cavaliers
Los Angeles Lakers,119,Denver Nuggets,92,Away,2009,Los Angeles Lakers
Cleveland Cavaliers,90,Orlando Magic,103,Home,2009,Orlando Magic
Orlando Magic,75,Los Angeles Lakers,100,Home,2009,Los Angeles Lakers
Orlando Magic,96,Los Angeles Lakers,101,Home,2009,Los Angeles Lakers
Los Angeles Lakers,104,Orlando Magic,108,Home,2009,Orlando Magic
Los Angeles Lakers,99,Orlando Magic,91,Away,2009,Los Angeles Lakers
Los Angeles Lakers,99,Orlando Magic,86,Away,2009,Los Angeles Lakers
Chicago Bulls,83,Cleveland Cavaliers,96,Home,2010,Cleveland Cavaliers
Milwaukee Bucks,92,Atlanta Hawks,102,Home,2010,Atlanta Hawks
Miami Heat,76,Boston Celtics,85,Home,2010,Boston Celtics
Utah Jazz,113,Denver Nuggets,126,Home,2010,Denver Nuggets
Oklahoma City Thunder,79,Los Angeles Lakers,87,Home,2010,Los Angeles Lakers
Charlotte Bobcats,89,Orlando Magic,98,Home,2010,Orlando Magic
San Antonio Spurs,94,Dallas Mavericks,100,Home,2010,Dallas Mavericks
Portland Trail Blazers,105,Phoenix Suns,100,Away,2010,Portland Trail Blazers
Chicago Bulls,102,Cleveland Cavaliers,112,Home,2010,Cleveland Cavaliers
Utah Jazz,114,Denver Nuggets,111,Away,2010,Utah Jazz
Milwaukee Bucks,86,Atlanta Hawks,96,Home,2010,Atlanta Hawks
Miami Heat,77,Boston Celtics,106,Home,2010,Boston Celtics
Portland Trail Blazers,90,Phoenix Suns,119,Home,2010,Phoenix Suns
Oklahoma City Thunder,92,Los Angeles Lakers,95,Home,2010,Los Angeles Lakers
Charlotte Bobcats,77,Orlando Magic,92,Home,2010,Orlando Magic
San Antonio Spurs,102,Dallas Mavericks,88,Away,2010,San Antonio Spurs
Cleveland Cavaliers,106,Chicago Bulls,108,Home,2010,Chicago Bulls
Los Angeles Lakers,96,Oklahoma City Thunder,101,Home,2010,Oklahoma City Thunder
Phoenix Suns,108,Portland Trail Blazers,89,Away,2010,Phoenix Suns
Boston Celtics,100,Miami Heat,98,Away,2010,Boston Celtics
Dallas Mavericks,90,San Antonio Spurs,94,Home,2010,San Antonio Spurs
Denver Nuggets,93,Utah Jazz,105,Home,2010,Utah Jazz
Orlando Magic,90,Charlotte Bobcats,86,Away,2010,Orlando Magic
Phoenix Suns,87,Portland Trail Blazers,96,Home,2010,Portland Trail Blazers
Atlanta Hawks,89,Milwaukee Bucks,107,Home,2010,Milwaukee Bucks
Los Angeles Lakers,89,Oklahoma City Thunder,110,Home,2010,Oklahoma City Thunder
Boston Celtics,92,Miami Heat,101,Home,2010,Miami Heat
Cleveland Cavaliers,121,Chicago Bulls,98,Away,2010,Cleveland Cavaliers
Dallas Mavericks,89,San Antonio Spurs,92,Home,2010,San Antonio Spurs
Denver Nuggets,106,Utah Jazz,117,Home,2010,Utah Jazz
Orlando Magic,99,Charlotte Bobcats,90,Away,2010,Orlando Magic
